fidx,alpha,embedding,kernel_index,kernel_id,dilation,threshold,triplet_str,kernel_str
446,-0.000798921,0.7647278,79,K79,256,-0.031770242,4|7|8,"[-1,-1,-1,-1,2,-1,-1,2,2]"
447,0.007872328,0.11804801,55,K55,1,-0.078774792,2|4|6,"[-1,-1,2,-1,2,-1,2,-1,-1]"
448,4.26E-05,0.50817424,19,K19,128,0.092188819,0|4|6,"[2,-1,-1,-1,2,-1,2,-1,-1]"
449,-0.00036605,0.74747795,35,K35,64,0.206774767,1|3|5,"[-1,2,-1,2,-1,2,-1,-1,-1]"
450,0.002563633,0.27563968,26,K26,8,-0.173681108,0|6|8,"[2,-1,-1,-1,-1,-1,2,-1,2]"
451,-0.000245295,0.5791998,66,K66,48,-0.140593903,3|4|7,"[-1,-1,-1,2,2,-1,-1,2,-1]"
452,-0.003754086,0.016565694,2,K02,4,0.136026085,0|1|4,"[2,2,-1,-1,2,-1,-1,-1,-1]"
453,0.000195166,0.46075374,25,K25,1,-0.119518869,0|6|7,"[2,-1,-1,-1,-1,-1,2,2,-1]"
454,0.001125645,0.74493486,30,K30,16,-0.347056862,1|2|5,"[-1,2,2,-1,-1,2,-1,-1,-1]"
455,0.001145988,0.36421192,10,K10,192,-0.084074095,0|2|6,"[2,-1,2,-1,-1,-1,2,-1,-1]"
456,-0.000202229,0.5282916,73,K73,64,-0.29807285,3|7|8,"[-1,-1,-1,2,-1,-1,-1,2,2]"
457,-0.002903129,0.9601937,28,K28,192,0.101788837,1|2|3,"[-1,2,2,2,-1,-1,-1,-1,-1]"
458,0.000463317,0.4178326,28,K28,1,0.163649779,1|2|3,"[-1,2,2,2,-1,-1,-1,-1,-1]"
459,0.001075558,0.74184257,56,K56,2,-0.184247182,2|4|7,"[-1,-1,2,-1,2,-1,-1,2,-1]"
460,-0.002510228,0.036329083,25,K25,32,-0.064193748,0|6|7,"[2,-1,-1,-1,-1,-1,2,2,-1]"
461,1.63E-05,0.44873583,26,K26,16,0.050745677,0|6|8,"[2,-1,-1,-1,-1,-1,2,-1,2]"
462,-0.000117694,0.7271591,38,K38,256,0.261204685,1|3|8,"[-1,2,-1,2,-1,-1,-1,-1,2]"
463,0.003633248,0.2414019,69,K69,64,0.208459783,3|5|7,"[-1,-1,-1,2,-1,2,-1,2,-1]"
464,-0.001064426,0.62514794,67,K67,48,0.04111914,3|4|8,"[-1,-1,-1,2,2,-1,-1,-1,2]"
465,-0.001553584,0.9999832,29,K29,1,0.065933164,1|2|4,"[-1,2,2,-1,2,-1,-1,-1,-1]"
466,0.002313078,0.2497956,41,K41,128,0.302232961,1|4|7,"[-1,2,-1,-1,2,-1,-1,2,-1]"
467,-0.000326344,0.7319936,16,K16,8,0.143262458,0|3|7,"[2,-1,-1,2,-1,-1,-1,2,-1]"
468,0.003233079,0.32611564,20,K20,48,0.116355853,0|4|7,"[2,-1,-1,-1,2,-1,-1,2,-1]"
469,0.000468681,0.5588222,48,K48,32,-0.250921119,1|7|8,"[-1,2,-1,-1,-1,-1,-1,2,2]"
470,0.000152343,0.7758588,20,K20,8,0.044802725,0|4|7,"[2,-1,-1,-1,2,-1,-1,2,-1]"
471,0.001784556,0.29273534,47,K47,2,0.104729583,1|6|8,"[-1,2,-1,-1,-1,-1,2,-1,2]"
472,0.000765141,0.83843434,64,K64,64,0.0220212,3|4|5,"[-1,-1,-1,2,2,2,-1,-1,-1]"
473,-0.003904013,0.015227038,48,K48,256,-0.234250902,1|7|8,"[-1,2,-1,-1,-1,-1,-1,2,2]"
474,0.000305798,0.4407686,60,K60,192,-0.413031202,2|5|8,"[-1,-1,2,-1,-1,2,-1,-1,2]"
475,-0.00246383,0.759925,2,K02,128,0.146402329,0|1|4,"[2,2,-1,-1,2,-1,-1,-1,-1]"
476,-0.001692592,0.25085565,46,K46,96,0.152358633,1|6|7,"[-1,2,-1,-1,-1,-1,2,2,-1]"
477,-7.99E-05,0.5276515,44,K44,48,0.037912574,1|5|7,"[-1,2,-1,-1,-1,2,-1,2,-1]"
478,-0.003215051,0.9870568,64,K64,64,-0.198877252,3|4|5,"[-1,-1,-1,2,2,2,-1,-1,-1]"
479,-0.001683866,0.30746418,49,K49,16,-0.099166123,2|3|4,"[-1,-1,2,2,2,-1,-1,-1,-1]"
480,-0.001971907,0.7376097,52,K52,2,-0.008903538,2|3|7,"[-1,-1,2,2,-1,-1,-1,2,-1]"
481,-0.004673184,0.010607678,12,K12,128,0.180690003,0|2|8,"[2,-1,2,-1,-1,-1,-1,-1,2]"
482,0.000319637,0.47556102,13,K13,4,0.032125759,0|3|4,"[2,-1,-1,2,2,-1,-1,-1,-1]"
483,0.001608351,0.68364036,3,K03,1,-0.177597722,0|1|5,"[2,2,-1,-1,-1,2,-1,-1,-1]"
484,0.002593467,0.38260898,54,K54,16,-0.106829935,2|4|5,"[-1,-1,2,-1,2,2,-1,-1,-1]"
485,-0.000710145,0.62079877,39,K39,64,-0.260815355,1|4|5,"[-1,2,-1,-1,2,2,-1,-1,-1]"
486,0.003658437,0.08718054,68,K68,48,0.431006592,3|5|6,"[-1,-1,-1,2,-1,2,2,-1,-1]"
487,0.00226973,0.36215994,53,K53,16,-0.152517794,2|3|8,"[-1,-1,2,2,-1,-1,-1,-1,2]"
488,-0.000324955,0.6969808,52,K52,96,0.348469191,2|3|7,"[-1,-1,2,2,-1,-1,-1,2,-1]"
489,0.000729643,0.22093636,2,K02,1,0.080804387,0|1|4,"[2,2,-1,-1,2,-1,-1,-1,-1]"
490,-0.000379532,0.5549567,5,K05,256,0.44057097,0|1|7,"[2,2,-1,-1,-1,-1,-1,2,-1]"
491,-0.000595582,0.8230271,66,K66,64,-0.228784962,3|4|7,"[-1,-1,-1,2,2,-1,-1,2,-1]"
492,-0.000308261,0.27351984,10,K10,1,0.192427185,0|2|6,"[2,-1,2,-1,-1,-1,2,-1,-1]"
493,-9.69E-05,0.5681716,27,K27,2,-0.187514509,0|7|8,"[2,-1,-1,-1,-1,-1,-1,2,2]"
494,0.011044925,0.12986918,74,K74,48,0.111138351,4|5|6,"[-1,-1,-1,-1,2,2,2,-1,-1]"
495,0.000260489,0.46138492,22,K22,16,-0.148316629,0|5|6,"[2,-1,-1,-1,-1,2,2,-1,-1]"
496,0.003595465,0.8658195,6,K06,96,-0.284689913,0|1|8,"[2,2,-1,-1,-1,-1,-1,-1,2]"
497,0.003494374,0.2259234,48,K48,16,-0.189147446,1|7|8,"[-1,2,-1,-1,-1,-1,-1,2,2]"
498,-0.001280939,0.6754139,6,K06,1,-0.043753085,0|1|8,"[2,2,-1,-1,-1,-1,-1,-1,2]"
499,-0.000514358,0.99993426,7,K07,32,0.397165795,0|2|3,"[2,-1,2,2,-1,-1,-1,-1,-1]"
500,0.007062333,0.23916058,71,K71,1,-0.085434163,3|6|7,"[-1,-1,-1,2,-1,-1,2,2,-1]"
501,0.000572785,0.9135198,68,K68,16,-0.338231411,3|5|6,"[-1,-1,-1,2,-1,2,2,-1,-1]"
502,0.004817762,0.2049915,81,K81,2,0.157836508,5|6|8,"[-1,-1,-1,-1,-1,2,2,-1,2]"
503,5.80E-05,0.5025771,75,K75,4,0.333253306,4|5|7,"[-1,-1,-1,-1,2,2,-1,2,-1]"
504,0.002515515,0.82703,46,K46,4,-0.578347261,1|6|7,"[-1,2,-1,-1,-1,-1,2,2,-1]"
505,0.001393065,0.23933141,1,K01,128,0.120418306,0|1|3,"[2,2,-1,2,-1,-1,-1,-1,-1]"
506,0.001465534,0.60627294,67,K67,192,-0.313783336,3|4|8,"[-1,-1,-1,2,2,-1,-1,-1,2]"
507,0.005391609,0.08093051,28,K28,1,-0.419694015,1|2|3,"[-1,2,2,2,-1,-1,-1,-1,-1]"
508,0.000234794,0.31715718,8,K08,96,0.159554063,0|2|4,"[2,-1,2,-1,2,-1,-1,-1,-1]"
509,0.002678751,0.92226213,6,K06,16,0.348842561,0|1|8,"[2,2,-1,-1,-1,-1,-1,-1,2]"
510,-0.001308727,0.29108536,74,K74,16,0.43874004,4|5|6,"[-1,-1,-1,-1,2,2,2,-1,-1]"
511,0.000318617,0.5279025,10,K10,64,0.019507867,0|2|6,"[2,-1,2,-1,-1,-1,2,-1,-1]"
512,0.00186359,0.98918635,12,K12,256,-0.072002863,0|2|8,"[2,-1,2,-1,-1,-1,-1,-1,2]"
513,-0.000896121,0.40857878,66,K66,192,0.057963666,3|4|7,"[-1,-1,-1,2,2,-1,-1,2,-1]"
514,-0.000221772,0.901024,65,K65,64,0.156359178,3|4|6,"[-1,-1,-1,2,2,-1,2,-1,-1]"
515,-0.001341276,0.000769218,58,K58,192,0.228812312,2|5|6,"[-1,-1,2,-1,-1,2,2,-1,-1]"
516,-0.000528154,0.4666664,17,K17,64,0.342135101,0|3|8,"[2,-1,-1,2,-1,-1,-1,-1,2]"
517,0.003191535,0.9111712,18,K18,8,0.122547435,0|4|5,"[2,-1,-1,-1,2,2,-1,-1,-1]"
518,-0.00029899,0.20576304,2,K02,2,0.166933014,0|1|4,"[2,2,-1,-1,2,-1,-1,-1,-1]"
519,0.000408668,0.5603667,0,K00,1,0.083980246,0|1|2,"[2,2,2,-1,-1,-1,-1,-1,-1]"
520,-0.001356022,4.17E-17,67,K67,64,-0.143120504,3|4|8,"[-1,-1,-1,2,2,-1,-1,-1,2]"
521,0.00022043,0.4094839,52,K52,192,0.136220163,2|3|7,"[-1,-1,2,2,-1,-1,-1,2,-1]"
522,0.000176855,0.68285626,49,K49,48,0.378684483,2|3|4,"[-1,-1,2,2,2,-1,-1,-1,-1]"
523,-0.00122715,2.86E-09,38,K38,192,0.211367613,1|3|8,"[-1,2,-1,2,-1,-1,-1,-1,2]"
524,0.000137446,0.51714104,7,K07,8,-0.465122368,0|2|3,"[2,-1,2,2,-1,-1,-1,-1,-1]"
525,-0.000183654,1,60,K60,128,0.395601114,2|5|8,"[-1,-1,2,-1,-1,2,-1,-1,2]"
526,0.000627957,0.33906272,76,K76,32,-0.162748983,4|5|8,"[-1,-1,-1,-1,2,2,-1,-1,2]"
527,0.000402541,0.5639532,64,K64,192,0.570313961,3|4|5,"[-1,-1,-1,2,2,2,-1,-1,-1]"
528,0.003797748,0.003622902,47,K47,32,0.536855382,1|6|8,"[-1,2,-1,-1,-1,-1,2,-1,2]"
529,-0.000647671,0.39703622,69,K69,1,0.197293156,3|5|7,"[-1,-1,-1,2,-1,2,-1,2,-1]"
530,0.002353807,0.63354963,15,K15,48,0.469715445,0|3|6,"[2,-1,-1,2,-1,-1,2,-1,-1]"
531,0.004837328,0.10182196,37,K37,64,-0.157500073,1|3|7,"[-1,2,-1,2,-1,-1,-1,2,-1]"
532,0.000525373,0.59060436,30,K30,1,-0.014346435,1|2|5,"[-1,2,2,-1,-1,2,-1,-1,-1]"
533,0.005056619,0.7713468,50,K50,1,-0.13318342,2|3|5,"[-1,-1,2,2,-1,2,-1,-1,-1]"
534,-0.000305415,0.33448303,48,K48,1,0.112365895,1|7|8,"[-1,2,-1,-1,-1,-1,-1,2,2]"
535,0.0003363,0.7281846,77,K77,192,0.040392953,4|6|7,"[-1,-1,-1,-1,2,-1,2,2,-1]"
536,0.000329831,0.29773504,30,K30,8,0.079863784,1|2|5,"[-1,2,2,-1,-1,2,-1,-1,-1]"
537,-0.000148067,0.4919546,34,K34,256,0.051260276,1|3|4,"[-1,2,-1,2,2,-1,-1,-1,-1]"
538,-0.001338946,0.99999994,59,K59,32,0.370734326,2|5|7,"[-1,-1,2,-1,-1,2,-1,2,-1]"
539,-0.002505936,0.12833567,41,K41,1,0.023275086,1|4|7,"[-1,2,-1,-1,2,-1,-1,2,-1]"
540,0.00071993,0.5707176,78,K78,128,-0.082958489,4|6|8,"[-1,-1,-1,-1,2,-1,2,-1,2]"
541,-0.000690715,0.013220181,28,K28,192,0.041499115,1|2|3,"[-1,2,2,2,-1,-1,-1,-1,-1]"
542,-0.001545262,0.39653337,8,K08,4,0.125050355,0|2|4,"[2,-1,2,-1,2,-1,-1,-1,-1]"
543,0.004278269,0.83705324,54,K54,16,0.115320885,2|4|5,"[-1,-1,2,-1,2,2,-1,-1,-1]"
544,0.000524371,0.3096342,57,K57,96,-0.231751658,2|4|8,"[-1,-1,2,-1,2,-1,-1,-1,2]"
545,0.000868656,0.59919035,48,K48,64,-0.109756173,1|7|8,"[-1,2,-1,-1,-1,-1,-1,2,2]"
546,0.002995377,0.9954428,83,K83,64,-0.069168153,6|7|8,"[-1,-1,-1,-1,-1,-1,2,2,2]"
547,2.27E-05,0.2880551,62,K62,32,-0.218322794,2|6|8,"[-1,-1,2,-1,-1,-1,2,-1,2]"
548,0.001961375,0.65129024,63,K63,64,-0.381105778,2|7|8,"[-1,-1,2,-1,-1,-1,-1,2,2]"
549,-0.001111454,0.36843583,65,K65,16,-0.151599076,3|4|6,"[-1,-1,-1,2,2,-1,2,-1,-1]"
550,7.86E-05,0.48570997,73,K73,8,-0.630034689,3|7|8,"[-1,-1,-1,2,-1,-1,-1,2,2]"
551,0.000648965,0.5895803,10,K10,128,-0.081617435,0|2|6,"[2,-1,2,-1,-1,-1,2,-1,-1]"
552,0.004650617,0.06238011,44,K44,4,-0.317692682,1|5|7,"[-1,2,-1,-1,-1,2,-1,2,-1]"
553,0.0002879,0.56918675,72,K72,32,-0.092440909,3|6|8,"[-1,-1,-1,2,-1,-1,2,-1,2]"
554,0.004796293,0.99749374,23,K23,1,-0.049724342,0|5|7,"[2,-1,-1,-1,-1,2,-1,2,-1]"
555,-0.000701772,0.37526238,63,K63,128,0.434856583,2|7|8,"[-1,-1,2,-1,-1,-1,-1,2,2]"
556,-0.001352967,0.81054795,65,K65,48,0.455795957,3|4|6,"[-1,-1,-1,2,2,-1,2,-1,-1]"
557,-0.000389958,0.3866473,9,K09,48,0.51537213,0|2|5,"[2,-1,2,-1,-1,2,-1,-1,-1]"
558,3.37E-05,0.52383566,57,K57,1,0.011518236,2|4|8,"[-1,-1,2,-1,2,-1,-1,-1,2]"
559,0.001697486,0.70873356,33,K33,48,-0.126081123,1|2|8,"[-1,2,2,-1,-1,-1,-1,-1,2]"
560,-0.000499474,0.29239222,68,K68,4,0.190938135,3|5|6,"[-1,-1,-1,2,-1,2,2,-1,-1]"
561,0.002076213,0.74849653,24,K24,96,-0.25580151,0|5|8,"[2,-1,-1,-1,-1,2,-1,-1,2]"
562,-0.000288374,1.82E-05,81,K81,4,-0.032139409,5|6|8,"[-1,-1,-1,-1,-1,2,2,-1,2]"
563,0.000415432,0.44338688,59,K59,8,-0.192222673,2|5|7,"[-1,-1,2,-1,-1,2,-1,2,-1]"
564,0.004264416,0.90521014,18,K18,4,-0.023077288,0|4|5,"[2,-1,-1,-1,2,2,-1,-1,-1]"
565,-4.05E-06,0.34327474,83,K83,8,0.167773917,6|7|8,"[-1,-1,-1,-1,-1,-1,2,2,2]"
566,0.002206934,0.6072952,72,K72,64,-0.268272421,3|6|8,"[-1,-1,-1,2,-1,-1,2,-1,2]"
567,0.006530757,0.9880595,34,K34,16,0.049113893,1|3|4,"[-1,2,-1,2,2,-1,-1,-1,-1]"
568,0.00517682,0.13950293,22,K22,4,0.030957568,0|5|6,"[2,-1,-1,-1,-1,2,2,-1,-1]"
569,0.002457352,0.7036505,28,K28,16,0.038253616,1|2|3,"[-1,2,2,2,-1,-1,-1,-1,-1]"
570,0.000691323,0.21365277,80,K80,1,0.101506522,5|6|7,"[-1,-1,-1,-1,-1,2,2,2,-1]"
571,2.61E-05,0.4852957,40,K40,256,-0.108357207,1|4|6,"[-1,2,-1,-1,2,-1,2,-1,-1]"
572,0.002357801,0.7005987,22,K22,2,-0.034969392,0|5|6,"[2,-1,-1,-1,-1,2,2,-1,-1]"
573,-0.001003827,0.3133829,71,K71,4,-0.100563252,3|6|7,"[-1,-1,-1,2,-1,-1,2,2,-1]"
574,0.000500357,0.6000092,14,K14,32,-0.384625484,0|3|5,"[2,-1,-1,2,-1,2,-1,-1,-1]"
575,-0.000509856,1.52E-05,15,K15,4,0.337428547,0|3|6,"[2,-1,-1,2,-1,-1,2,-1,-1]"
576,5.31E-05,0.45707357,13,K13,8,0.14979054,0|3|4,"[2,-1,-1,2,2,-1,-1,-1,-1]"
577,0.001061471,0.6846571,60,K60,48,0.143487831,2|5|8,"[-1,-1,2,-1,-1,2,-1,-1,2]"
578,0.004103342,0.18032119,58,K58,96,-0.172454492,2|5|6,"[-1,-1,2,-1,-1,2,2,-1,-1]"
579,0.00010723,0.51677537,25,K25,128,-0.433077719,0|6|7,"[2,-1,-1,-1,-1,-1,2,2,-1]"
580,0.007382249,0.9343161,13,K13,4,0.047399716,0|3|4,"[2,-1,-1,2,2,-1,-1,-1,-1]"
581,0.000665252,0.42191434,58,K58,64,-0.232235571,2|5|6,"[-1,-1,2,-1,-1,2,2,-1,-1]"
582,0.001821161,0.7832562,59,K59,2,0.410028379,2|5|7,"[-1,-1,2,-1,-1,2,-1,2,-1]"
583,0.00573986,0.018224098,72,K72,128,0.396730448,3|6|8,"[-1,-1,-1,2,-1,-1,2,-1,2]"
584,0.000223835,0.46064642,29,K29,1,-0.139845403,1|2|4,"[-1,2,2,-1,2,-1,-1,-1,-1]"
585,0.00841417,0.89078027,30,K30,64,0.303458994,1|2|5,"[-1,2,2,-1,-1,2,-1,-1,-1]"
586,0.000317759,0.4149896,19,K19,1,0.157005141,0|4|6,"[2,-1,-1,-1,2,-1,2,-1,-1]"
587,0.002361743,0.6407351,73,K73,128,-0.032706996,3|7|8,"[-1,-1,-1,2,-1,-1,-1,2,2]"
588,0.00333865,0.9999934,40,K40,96,-0.384475106,1|4|6,"[-1,2,-1,-1,2,-1,2,-1,-1]"
589,0.000246507,0.2410424,52,K52,128,0.131946188,2|3|7,"[-1,-1,2,2,-1,-1,-1,2,-1]"
590,0.009712151,0.96499133,65,K65,32,0.199442375,3|4|6,"[-1,-1,-1,2,2,-1,2,-1,-1]"
591,0.005590963,0.003248814,46,K46,1,0.207984171,1|6|7,"[-1,2,-1,-1,-1,-1,2,2,-1]"
592,0.000146914,0.49872127,80,K80,256,-0.131989448,5|6|7,"[-1,-1,-1,-1,-1,2,2,2,-1]"
593,0.000298197,0.78922164,51,K51,256,0.008428054,2|3|6,"[-1,-1,2,2,-1,-1,2,-1,-1]"
594,0.000151932,0.44351786,17,K17,128,0.013790995,0|3|8,"[2,-1,-1,2,-1,-1,-1,-1,2]"
595,0.000249802,0.6594376,10,K10,128,0.010656263,0|2|6,"[2,-1,2,-1,-1,-1,2,-1,-1]"
596,0.006523317,0.009190702,82,K82,256,-0.141553883,5|7|8,"[-1,-1,-1,-1,-1,2,-1,2,2]"
597,-3.04E-05,0.44790915,15,K15,64,0.261816109,0|3|6,"[2,-1,-1,2,-1,-1,2,-1,-1]"
598,0.001927521,0.7929403,43,K43,256,0.142606975,1|5|6,"[-1,2,-1,-1,-1,2,2,-1,-1]"
599,0.003240604,0.18401402,52,K52,4,-0.085417999,2|3|7,"[-1,-1,2,2,-1,-1,-1,2,-1]"
600,-1.01E-06,0.53050673,23,K23,16,0.110182451,0|5|7,"[2,-1,-1,-1,-1,2,-1,2,-1]"
601,0.005738877,0.99865067,75,K75,4,0.240876694,4|5|7,"[-1,-1,-1,-1,2,2,-1,2,-1]"
602,-0.001150986,0.36872923,51,K51,64,0.091132722,2|3|6,"[-1,-1,2,2,-1,-1,2,-1,-1]"
603,-0.000519757,0.66428167,7,K07,8,0.084789239,0|2|3,"[2,-1,2,2,-1,-1,-1,-1,-1]"
604,0.009063198,0.06916087,9,K09,32,0.195022005,0|2|5,"[2,-1,2,-1,-1,2,-1,-1,-1]"
605,0.000226665,0.45877856,48,K48,48,-0.171039993,1|7|8,"[-1,2,-1,-1,-1,-1,-1,2,2]"
606,0.005296822,0.9672186,29,K29,64,0.17518619,1|2|4,"[-1,2,2,-1,2,-1,-1,-1,-1]"
607,0.000128008,0.21785091,78,K78,1,-0.147217857,4|6|8,"[-1,-1,-1,-1,2,-1,2,-1,2]"
608,-0.000576029,0.7534308,77,K77,256,0.059476275,4|6|7,"[-1,-1,-1,-1,2,-1,2,2,-1]"
609,0.00220123,0.9999995,57,K57,2,0.30501984,2|4|8,"[-1,-1,2,-1,2,-1,-1,-1,2]"
610,-0.0008261,0.34593078,45,K45,2,-0.09468335,1|5|8,"[-1,2,-1,-1,-1,2,-1,-1,2]"
611,0.00686895,0.9981391,65,K65,256,0.288535447,3|4|6,"[-1,-1,-1,2,2,-1,2,-1,-1]"
612,0.004875254,0.09043692,36,K36,16,0.171864075,1|3|6,"[-1,2,-1,2,-1,-1,2,-1,-1]"
613,-0.000127087,0.5472618,71,K71,64,0.341408472,3|6|7,"[-1,-1,-1,2,-1,-1,2,2,-1]"
614,0.002765305,0.8428114,68,K68,64,-0.338165027,3|5|6,"[-1,-1,-1,2,-1,2,2,-1,-1]"
615,0.008162758,0.00909209,41,K41,2,-0.911416152,1|4|7,"[-1,2,-1,-1,2,-1,-1,2,-1]"
616,-0.000317512,0.6317324,48,K48,192,-0.20572221,1|7|8,"[-1,2,-1,-1,-1,-1,-1,2,2]"
617,0.009001006,0.055812933,46,K46,8,0.514448326,1|6|7,"[-1,2,-1,-1,-1,-1,2,2,-1]"
618,-0.000191919,0.44649646,3,K03,8,0.095020277,0|1|5,"[2,2,-1,-1,-1,2,-1,-1,-1]"
619,0.004932175,0.8869877,75,K75,16,-0.035606912,4|5|7,"[-1,-1,-1,-1,2,2,-1,2,-1]"
620,0.00248426,0.17137164,67,K67,64,0.034276391,3|4|8,"[-1,-1,-1,2,2,-1,-1,-1,2]"
621,0.006386594,0.888089,5,K05,128,0.136971442,0|1|7,"[2,2,-1,-1,-1,-1,-1,2,-1]"
622,0.005953825,0.863144,29,K29,48,-0.010100882,1|2|4,"[-1,2,2,-1,2,-1,-1,-1,-1]"
623,0.000262286,0.406871,58,K58,8,0.581487921,2|5|6,"[-1,-1,2,-1,-1,2,2,-1,-1]"
624,-0.000343526,0.62074685,57,K57,192,0.060043643,2|4|8,"[-1,-1,2,-1,2,-1,-1,-1,2]"
625,0.000727007,0.2943107,63,K63,64,-0.283846397,2|7|8,"[-1,-1,2,-1,-1,-1,-1,2,2]"
626,0.000168379,0.4802159,15,K15,96,-0.275628969,0|3|6,"[2,-1,-1,2,-1,-1,2,-1,-1]"
627,0.008564013,0.9686005,70,K70,64,0.001920622,3|5|8,"[-1,-1,-1,2,-1,2,-1,-1,2]"
628,-0.00038581,0.39313188,0,K00,192,0.027627762,0|1|2,"[2,2,2,-1,-1,-1,-1,-1,-1]"
629,-0.000791651,0.61318356,45,K45,64,0.225006551,1|5|8,"[-1,2,-1,-1,-1,2,-1,-1,2]"
630,0.01026033,0.046121623,50,K50,96,0.254983284,2|3|5,"[-1,-1,2,2,-1,2,-1,-1,-1]"
631,5.68E-05,0.4668349,68,K68,32,0.272775272,3|5|6,"[-1,-1,-1,2,-1,2,2,-1,-1]"
632,0.00233131,0.8532105,10,K10,64,-0.214594603,0|2|6,"[2,-1,2,-1,-1,-1,2,-1,-1]"
633,-0.000424653,2.28E-25,78,K78,48,0.130137987,4|6|8,"[-1,-1,-1,-1,2,-1,2,-1,2]"
634,-0.000271207,0.55606455,12,K12,96,-0.128096119,0|2|8,"[2,-1,2,-1,-1,-1,-1,-1,2]"
635,-0.000576265,0.756859,4,K04,96,0.069104721,0|1|6,"[2,2,-1,-1,-1,-1,2,-1,-1]"
636,0.006882363,0.07734056,49,K49,64,-0.221766405,2|3|4,"[-1,-1,2,2,2,-1,-1,-1,-1]"
637,0.006220248,0.953299,0,K00,8,0.341147631,0|1|2,"[2,2,2,-1,-1,-1,-1,-1,-1]"
638,0.005132708,0.00065553,56,K56,192,0.359094493,2|4|7,"[-1,-1,2,-1,2,-1,-1,2,-1]"
639,-2.54E-06,0.48671597,12,K12,32,0.110429362,0|2|8,"[2,-1,2,-1,-1,-1,-1,-1,2]"
640,0.003475924,0.9026098,71,K71,32,-0.199010672,3|6|7,"[-1,-1,-1,2,-1,-1,2,2,-1]"
641,0.004048921,0.06270279,58,K58,192,0.278352392,2|5|6,"[-1,-1,2,-1,-1,2,2,-1,-1]"
642,-5.21E-05,0.5894421,45,K45,2,0.097641256,1|5|8,"[-1,2,-1,-1,-1,2,-1,-1,2]"
643,0.004229534,0.858032,13,K13,96,-0.296340666,0|3|4,"[2,-1,-1,2,2,-1,-1,-1,-1]"
644,-0.000557449,0.37712452,77,K77,256,0.179956,4|6|7,"[-1,-1,-1,-1,2,-1,2,2,-1]"
645,0.003566356,0.87468475,2,K02,4,0.233820552,0|1|4,"[2,2,-1,-1,2,-1,-1,-1,-1]"
646,0.004508453,0.1202692,81,K81,96,0.140533249,5|6|8,"[-1,-1,-1,-1,-1,2,2,-1,2]"
647,-6.17E-05,0.5444259,53,K53,16,-0.401309138,2|3|8,"[-1,-1,2,2,-1,-1,-1,-1,2]"
648,0.004838766,0.85947746,25,K25,4,0.188694422,0|6|7,"[2,-1,-1,-1,-1,-1,2,2,-1]"
649,-0.000763114,0.22980183,17,K17,4,0.25099347,0|3|8,"[2,-1,-1,2,-1,-1,-1,-1,2]"
650,-0.000509252,0.58624804,8,K08,8,-0.121031079,0|2|4,"[2,-1,2,-1,2,-1,-1,-1,-1]"
651,0.006999728,0.07614348,17,K17,4,0.279701918,0|3|8,"[2,-1,-1,2,-1,-1,-1,-1,2]"
652,-0.000345774,0.45267215,33,K33,32,0.141948339,1|2|8,"[-1,2,2,-1,-1,-1,-1,-1,2]"
653,0.009394334,0.9850393,57,K57,4,0.251099641,2|4|8,"[-1,-1,2,-1,2,-1,-1,-1,2]"
654,0.002149056,0.13265786,12,K12,192,-0.393255151,0|2|8,"[2,-1,2,-1,-1,-1,-1,-1,2]"
655,-0.000677457,0.57591146,45,K45,192,-0.050822869,1|5|8,"[-1,2,-1,-1,-1,2,-1,-1,2]"
656,-0.00101226,0.68148386,35,K35,8,0.132930394,1|3|5,"[-1,2,-1,2,-1,2,-1,-1,-1]"
657,-0.000650701,0.30607906,58,K58,1,-0.340118596,2|5|6,"[-1,-1,2,-1,-1,2,2,-1,-1]"
658,-0.001916587,0.7191882,5,K05,2,0.044228885,0|1|7,"[2,2,-1,-1,-1,-1,-1,2,-1]"
659,0.002067252,9.20E-06,29,K29,2,0.426583938,1|2|4,"[-1,2,2,-1,2,-1,-1,-1,-1]"
660,7.91E-05,0.45284736,4,K04,4,-0.353069744,0|1|6,"[2,2,-1,-1,-1,-1,2,-1,-1]"
661,0.007868481,0.997152,52,K52,256,0.352154876,2|3|7,"[-1,-1,2,2,-1,-1,-1,2,-1]"
662,-0.002352059,0.33624843,70,K70,1,0.22937109,3|5|8,"[-1,-1,-1,2,-1,2,-1,-1,2]"
663,0.000508763,0.7618489,54,K54,128,-0.19825192,2|4|5,"[-1,-1,2,-1,2,2,-1,-1,-1]"
664,0.008386139,0.026906792,24,K24,192,-0.179092241,0|5|8,"[2,-1,-1,-1,-1,2,-1,-1,2]"
665,-0.000601677,0.39441246,0,K00,2,-0.196678289,0|1|2,"[2,2,2,-1,-1,-1,-1,-1,-1]"
666,-1.36E-05,0.826097,33,K33,16,0.08827147,1|2|8,"[-1,2,2,-1,-1,-1,-1,-1,2]"
667,0.000285358,0.23108901,49,K49,96,-0.547153612,2|3|4,"[-1,-1,2,2,2,-1,-1,-1,-1]"
668,4.46E-05,0.5116028,1,K01,96,0.171631696,0|1|3,"[2,2,-1,2,-1,-1,-1,-1,-1]"
669,0.00737981,0.9257663,40,K40,128,-0.354197507,1|4|6,"[-1,2,-1,-1,2,-1,2,-1,-1]"
670,-0.001597367,0.2822159,82,K82,256,-0.079232504,5|7|8,"[-1,-1,-1,-1,-1,2,-1,2,2]"
