fidx,alpha,embedding,kernel_index,kernel_id,dilation,threshold,triplet_str,kernel_str
896,2.54E-07,0.5490172,2,K02,32,0.034011302,0|1|4,"[2,2,-1,-1,2,-1,-1,-1,-1]"
897,-0.000757109,0.002524118,48,K48,96,-0.100441034,1|7|8,"[-1,2,-1,-1,-1,-1,-1,2,2]"
898,-0.00018529,0.3824983,29,K29,4,0.150757265,1|2|4,"[-1,2,2,-1,2,-1,-1,-1,-1]"
899,0.003638946,0.8453177,39,K39,16,0.144177059,1|4|5,"[-1,2,-1,-1,2,2,-1,-1,-1]"
900,0.000941451,0.3025893,55,K55,192,-0.236109448,2|4|6,"[-1,-1,2,-1,2,-1,2,-1,-1]"
901,0.000414441,0.60266197,60,K60,2,0.400113789,2|5|8,"[-1,-1,2,-1,-1,2,-1,-1,2]"
902,0.002472892,0.8918866,82,K82,16,0.036573288,5|7|8,"[-1,-1,-1,-1,-1,2,-1,2,2]"
903,0.001798226,0.278767,57,K57,64,0.189930114,2|4|8,"[-1,-1,2,-1,2,-1,-1,-1,2]"
904,0.000969341,0.63276947,53,K53,32,-0.140179856,2|3|8,"[-1,-1,2,2,-1,-1,-1,-1,2]"
905,-0.001023299,0.000730948,11,K11,256,0.241969979,0|2|7,"[2,-1,2,-1,-1,-1,-1,2,-1]"
906,-8.89E-05,0.47170597,75,K75,16,0.540541426,4|5|7,"[-1,-1,-1,-1,2,2,-1,2,-1]"
907,0.001602394,0.7450067,12,K12,16,-0.045369167,0|2|8,"[2,-1,2,-1,-1,-1,-1,-1,2]"
908,0.003521606,0.022221893,35,K35,64,-0.243301549,1|3|5,"[-1,2,-1,2,-1,2,-1,-1,-1]"
909,1.81E-05,0.6052386,7,K07,8,0.033676787,0|2|3,"[2,-1,2,2,-1,-1,-1,-1,-1]"
910,-0.000512042,0.6548043,43,K43,2,0.033860063,1|5|6,"[-1,2,-1,-1,-1,2,2,-1,-1]"
911,-0.000386815,0.4365989,26,K26,64,0.160250856,0|6|8,"[2,-1,-1,-1,-1,-1,2,-1,2]"
912,0.000155772,0.59404904,12,K12,32,-0.383100672,0|2|8,"[2,-1,2,-1,-1,-1,-1,-1,2]"
913,0.001994707,0.12001356,1,K01,256,0.249905215,0|1|3,"[2,2,-1,2,-1,-1,-1,-1,-1]"
914,6.35E-05,0.49968374,60,K60,16,0.069746633,2|5|8,"[-1,-1,2,-1,-1,2,-1,-1,2]"
915,0.006383903,0.862352,42,K42,64,-0.070421476,1|4|8,"[-1,2,-1,-1,2,-1,-1,-1,2]"
916,-0.000501038,0.3792005,14,K14,16,-0.29653449,0|3|5,"[2,-1,-1,2,-1,2,-1,-1,-1]"
917,0.001089146,0.6846254,28,K28,2,0.051334292,1|2|3,"[-1,2,2,2,-1,-1,-1,-1,-1]"
918,0.00023272,0.003151071,50,K50,2,0.263495181,2|3|5,"[-1,-1,2,2,-1,2,-1,-1,-1]"
919,-0.000578176,0.38313434,8,K08,8,0.114840891,0|2|4,"[2,-1,2,-1,2,-1,-1,-1,-1]"
920,0.000925056,0.64946026,4,K04,2,0.113519923,0|1|6,"[2,2,-1,-1,-1,-1,2,-1,-1]"
921,0.003053568,0.2143647,70,K70,4,0.012734076,3|5|8,"[-1,-1,-1,2,-1,2,-1,-1,2]"
922,-8.47E-05,0.5847114,13,K13,256,0.069228394,0|3|4,"[2,-1,-1,2,2,-1,-1,-1,-1]"
923,0.000223334,0.6142293,5,K05,48,-0.333824092,0|1|7,"[2,2,-1,-1,-1,-1,-1,2,-1]"
